ID,User ID,Product ID,Subtotal,Tax,Total,Discount ($),Created At,Quantity
4932,671,68,R$ 115.24,R$ -,R$ 115.24,,04/10/2018,4
8360,1121,140,R$ 66.80,R$ 3.34,R$ 70.14,,04/10/2018,5
17389,2317,63,R$ 133.52,R$ 8.68,R$ 142.20,,04/10/2018,6
5137,693,34,R$ 74.30,R$ 4.27,R$ 78.57,,04/10/2018,7
15199,2039,126,R$ 125.24,R$ 7.20,R$ 132.44,,03/10/2018,6
6286,850,6,R$ 97.44,R$ 3.90,R$ 101.34,,03/10/2018,3
3758,531,141,R$ 126.20,R$ 5.05,R$ 124.96,R$ 6.29,03/10/2018,4
12549,1656,117,R$ 55.02,R$ -,R$ 55.02,,03/10/2018,8
7660,1040,125,R$ 80.40,R$ 3.46,R$ 83.86,,03/10/2018,7
5839,793,16,R$ 66.11,R$ 3.39,R$ 69.50,,03/10/2018,6
13214,1742,142,R$ 70.35,R$ 4.92,R$ 75.27,,03/10/2018,5
5533,756,138,R$ 113.95,R$ 7.83,R$ 121.78,,03/10/2018,6
10486,1382,25,R$ 68.62,R$ 2.74,R$ 71.36,,03/10/2018,5
7486,1019,23,R$ 116.87,R$ 5.84,R$ 122.71,,03/10/2018,6
7214,977,183,R$ 56.70,R$ 3.54,R$ 60.24,,03/10/2018,5
17990,2390,35,R$ 71.54,R$ 4.47,R$ 76.01,,03/10/2018,4
283,44,39,R$ 114.58,R$ 6.87,R$ 121.45,,03/10/2018,4
17332,2309,45,R$ 118.05,R$ 4.72,R$ 122.77,,03/10/2018,4
1114,151,48,R$ 123.21,R$ 4.93,R$ 128.14,,02/10/2018,6
7409,1008,86,R$ 92.31,R$ 5.77,R$ 98.08,,02/10/2018,6
4164,577,142,R$ 70.35,R$ 4.92,R$ 75.27,,02/10/2018,6
15845,2118,44,R$ 76.35,R$ 4.20,R$ 80.55,,02/10/2018,6
1987,276,57,R$ 122.42,R$ 7.96,R$ 130.38,,02/10/2018,3
4045,561,25,R$ 68.62,R$ -,R$ 68.62,,02/10/2018,6
7861,1064,153,R$ 66.80,R$ 2.67,R$ 69.47,,02/10/2018,6
12017,1588,164,R$ 92.97,R$ 5.81,R$ 98.78,,02/10/2018,6
2768,390,18,R$ 81.90,R$ 4.91,R$ 86.81,,02/10/2018,3
2040,285,52,R$ 103.68,R$ 5.18,R$ 104.58,R$ 4.28,02/10/2018,5
16780,2230,35,R$ 71.54,R$ 4.92,R$ 75.34,R$ 1.11,02/10/2018,4
7299,995,76,R$ 63.82,R$ 2.55,R$ 66.37,,02/10/2018,2
11093,1464,8,R$ 98.84,R$ 5.93,R$ 104.77,,02/10/2018,6
5901,799,2,R$ 105.12,R$ 5.26,R$ 110.38,,02/10/2018,5
5934,800,200,R$ 73.20,R$ 2.93,R$ 76.13,,02/10/2018,7
7411,1008,85,R$ 54.90,R$ 3.43,R$ 58.33,,02/10/2018,5
8826,1180,33,R$ 47.74,R$ 2.98,R$ 43.76,R$ 6.96,02/10/2018,5
5323,713,54,R$ 62.09,R$ 4.04,R$ 66.13,,01/10/2018,5
9970,1317,186,R$ 98.98,R$ 5.94,R$ 104.92,,01/10/2018,3
6530,892,171,R$ 105.08,R$ 4.20,R$ 109.28,,01/10/2018,6
7849,1062,45,R$ 118.05,R$ 6.49,R$ 124.54,,01/10/2018,5
5408,729,134,R$ 42.49,R$ 2.92,R$ 45.41,,01/10/2018,5
13842,1830,130,R$ 75.03,R$ 3.00,R$ 78.03,,01/10/2018,4
18434,2451,16,R$ 66.11,R$ 4.13,R$ 67.53,R$ 2.71,01/10/2018,5
1014,141,86,R$ 92.31,R$ 6.35,R$ 98.66,,01/10/2018,5
1861,265,189,R$ 93.28,R$ -,R$ 93.28,,01/10/2018,7
9792,1298,91,R$ 65.09,R$ 2.60,R$ 67.69,,01/10/2018,5
897,122,78,R$ 41.62,R$ 3.12,R$ 44.74,,01/10/2018,5
13584,1792,92,R$ 124.89,R$ 7.49,R$ 128.84,R$ 3.55,01/10/2018,6
4256,590,186,R$ 98.98,R$ 6.19,R$ 102.64,R$ 2.53,01/10/2018,5
4565,632,198,R$ 70.15,R$ 3.16,R$ 66.04,R$ 7.26,30/09/2018,5
5259,709,50,R$ 53.64,R$ -,R$ 53.64,,30/09/2018,5
11620,1536,44,R$ 76.35,R$ 3.82,R$ 74.60,R$ 5.57,30/09/2018,5
12480,1650,36,R$ 130.94,R$ 7.86,R$ 138.80,,30/09/2018,3
8125,1087,68,R$ 115.24,R$ 7.92,R$ 123.16,,30/09/2018,4
18007,2392,61,R$ 23.54,R$ 1.06,R$ 24.60,,30/09/2018,6
12934,1706,102,R$ 47.04,R$ 2.23,R$ 49.27,,30/09/2018,5
3636,513,100,R$ 67.83,R$ 4.75,R$ 72.58,,30/09/2018,4
12761,1687,195,R$ 109.78,R$ 4.94,R$ 114.72,,30/09/2018,3
12005,1588,118,R$ 57.63,R$ 3.60,R$ 61.23,,30/09/2018,5
13025,1718,59,R$ 89.20,R$ -,R$ 89.20,,30/09/2018,3
9919,1309,143,R$ 61.20,R$ 2.63,R$ 63.83,,30/09/2018,4
13137,1734,138,R$ 113.95,R$ 5.41,R$ 119.36,,30/09/2018,4
3698,522,78,R$ 41.62,R$ -,R$ 41.62,,30/09/2018,4
12684,1675,23,R$ 116.87,R$ 7.01,R$ 123.88,,30/09/2018,4
11599,1533,22,R$ 32.14,R$ 2.01,R$ 34.15,,30/09/2018,5
8050,1078,15,R$ 37.65,R$ 1.51,R$ 39.16,,30/09/2018,4
7110,968,38,R$ 66.07,R$ 3.96,R$ 70.03,,29/09/2018,6
9109,1220,73,R$ 71.63,R$ 3.94,R$ 75.57,,29/09/2018,3
2953,413,95,R$ 49.82,R$ 1.44,R$ 51.26,,29/09/2018,4
11426,1511,143,R$ 61.20,R$ 4.59,R$ 65.79,,29/09/2018,5
7924,1066,197,R$ 70.15,R$ 4.38,R$ 72.55,R$ 1.97,29/09/2018,4
12756,1686,192,R$ 69.18,R$ 4.84,R$ 67.30,R$ 6.72,29/09/2018,4
5635,773,69,R$ 73.39,R$ 5.50,R$ 78.89,,29/09/2018,3
1030,142,131,R$ 113.12,R$ 5.66,R$ 118.78,,29/09/2018,7
10487,1382,186,R$ 98.98,R$ 3.96,R$ 102.94,,29/09/2018,4
16292,2170,183,R$ 56.70,R$ 1.64,R$ 58.34,,29/09/2018,5
2580,355,106,R$ 52.72,R$ 3.69,R$ 56.41,,29/09/2018,5
12160,1601,154,R$ 81.88,R$ 3.89,R$ 85.77,,29/09/2018,3
3028,432,167,R$ 97.70,R$ 4.59,R$ 102.29,,29/09/2018,6
10352,1359,181,R$ 143.89,R$ 10.07,R$ 153.96,,29/09/2018,5
2700,376,157,R$ 139.89,R$ 9.79,R$ 149.68,,29/09/2018,6
14714,1967,9,R$ 87.47,R$ 4.37,R$ 91.84,,29/09/2018,5
4794,658,165,R$ 38.30,R$ 2.68,R$ 34.84,R$ 6.14,29/09/2018,5
3476,493,92,R$ 124.89,R$ 5.00,R$ 129.89,,29/09/2018,3
6388,871,64,R$ 143.42,R$ -,R$ 143.42,,29/09/2018,4
17493,2335,77,R$ 101.02,R$ 6.94,R$ 107.96,,29/09/2018,5
4734,652,108,R$ 50.09,R$ 2.00,R$ 47.46,R$ 4.64,29/09/2018,6
4928,671,149,R$ 69.15,R$ -,R$ 69.15,,28/09/2018,4
6471,885,15,R$ 37.65,R$ 1.77,R$ 39.42,,28/09/2018,4
18012,2392,61,R$ 23.54,R$ 1.06,R$ 24.60,,28/09/2018,4
3772,531,111,R$ 55.53,R$ 2.22,R$ 57.75,,28/09/2018,6
10434,1377,40,R$ 99.66,R$ 6.98,R$ 106.64,,28/09/2018,6
13711,1815,129,R$ 148.17,R$ 8.89,R$ 150.16,R$ 6.90,28/09/2018,3
9997,1319,121,R$ 40.45,R$ 2.43,R$ 42.88,,28/09/2018,4
6528,892,173,R$ 122.37,R$ 4.89,R$ 127.26,,28/09/2018,5
11477,1518,87,R$ 117.26,R$ 7.62,R$ 124.88,,28/09/2018,5
13127,1732,63,R$ 133.52,R$ 9.35,R$ 142.87,,28/09/2018,4
8195,1100,45,R$ 118.05,R$ 5.61,R$ 123.66,,28/09/2018,5
4658,644,1,R$ 44.19,R$ 2.76,R$ 38.81,R$ 8.15,28/09/2018,5
14454,1920,171,R$ 105.08,R$ 7.36,R$ 112.44,,28/09/2018,5
13337,1759,76,R$ 63.82,R$ 3.83,R$ 67.65,,28/09/2018,5
2747,386,153,R$ 66.80,R$ -,R$ 63.76,R$ 3.04,28/09/2018,6
12860,1700,152,R$ 48.90,R$ 2.93,R$ 47.55,R$ 4.28,28/09/2018,5
18323,2440,93,R$ 49.82,R$ 2.99,R$ 52.81,,27/09/2018,4
2613,359,38,R$ 66.07,R$ 4.13,R$ 70.20,,27/09/2018,3
12018,1588,132,R$ 127.88,R$ 7.99,R$ 135.87,,27/09/2018,6
6323,864,167,R$ 97.70,R$ 5.86,R$ 103.56,,27/09/2018,5
18216,2419,131,R$ 113.12,R$ 7.35,R$ 117.96,R$ 2.51,27/09/2018,6
2912,411,8,R$ 98.84,R$ 4.69,R$ 103.53,,27/09/2018,5
12281,1616,86,R$ 92.31,R$ 4.62,R$ 96.93,,27/09/2018,5
16084,2140,70,R$ 57.49,R$ 2.30,R$ 59.79,,27/09/2018,6
7706,1050,164,R$ 92.97,R$ 3.72,R$ 96.69,,27/09/2018,5
16063,2138,160,R$ 47.59,R$ 2.86,R$ 50.45,,27/09/2018,4
2403,334,183,R$ 56.70,R$ 3.12,R$ 59.82,,27/09/2018,4
10942,1445,124,R$ 110.93,R$ 5.27,R$ 116.20,,27/09/2018,6
15531,2084,153,R$ 66.80,R$ 3.67,R$ 68.24,R$ 2.23,27/09/2018,3
5099,687,59,R$ 89.20,R$ -,R$ 89.20,,27/09/2018,4
15946,2125,40,R$ 99.66,R$ 6.23,R$ 105.89,,27/09/2018,5
15160,2036,172,R$ 122.37,R$ -,R$ 122.37,,27/09/2018,6
15590,2094,169,R$ 59.53,R$ 3.87,R$ 63.40,,26/09/2018,5
96,17,140,R$ 66.80,R$ -,R$ 66.80,,26/09/2018,4
17477,2335,157,R$ 139.89,R$ 9.62,R$ 149.51,,26/09/2018,5
12263,1613,35,R$ 71.54,R$ 2.07,R$ 73.61,,26/09/2018,6
2114,297,65,R$ 68.23,R$ 4.26,R$ 72.49,,26/09/2018,5
15275,2052,168,R$ 118.93,R$ 7.73,R$ 126.66,,26/09/2018,4
17218,2290,164,R$ 92.97,R$ 6.04,R$ 99.01,,26/09/2018,4
10441,1377,136,R$ 105.20,R$ 7.36,R$ 112.56,,26/09/2018,6
13629,1800,36,R$ 130.94,R$ 6.55,R$ 127.62,R$ 9.87,26/09/2018,7
7114,968,135,R$ 45.80,R$ 2.75,R$ 41.79,R$ 6.77,26/09/2018,4
10712,1411,98,R$ 112.42,R$ 6.75,R$ 119.17,,26/09/2018,2
12617,1665,10,R$ 47.68,R$ 3.58,R$ 51.26,,26/09/2018,3
6310,859,108,R$ 50.09,R$ 3.51,R$ 53.60,,26/09/2018,5
8665,1160,170,R$ 105.08,R$ 4.20,R$ 109.28,,26/09/2018,6
7717,1051,65,R$ 68.23,R$ 4.78,R$ 73.01,,26/09/2018,6
17508,2337,181,R$ 143.89,R$ -,R$ 143.89,,26/09/2018,5
2057,286,42,R$ 38.00,R$ 1.90,R$ 39.90,,26/09/2018,3
12093,1593,84,R$ 81.88,R$ 4.50,R$ 81.76,R$ 4.62,26/09/2018,4
8473,1130,15,R$ 37.65,R$ 1.51,R$ 39.16,,26/09/2018,5
9048,1213,166,R$ 38.30,R$ 2.30,R$ 40.60,,26/09/2018,6
7530,1025,134,R$ 42.49,R$ 2.66,R$ 45.15,,26/09/2018,4
18613,2477,31,R$ 105.65,R$ 6.60,R$ 112.25,,26/09/2018,7
10179,1344,140,R$ 66.80,R$ 4.01,R$ 70.81,,26/09/2018,4
1006,140,74,R$ 51.13,R$ 2.05,R$ 53.18,,25/09/2018,5
8404,1123,109,R$ 119.05,R$ 8.93,R$ 127.98,,25/09/2018,7
14915,1991,150,R$ 128.55,R$ 9.00,R$ 137.55,,25/09/2018,5
1904,269,145,R$ 61.20,R$ 3.82,R$ 65.02,,25/09/2018,5
14520,1932,104,R$ 106.44,R$ 7.45,R$ 113.89,,25/09/2018,6
16908,2251,4,R$ 110.99,R$ -,R$ 110.99,,25/09/2018,4
11354,1500,197,R$ 70.15,R$ 3.51,R$ 73.66,,25/09/2018,6
1481,213,63,R$ 133.52,R$ 5.34,R$ 136.38,R$ 2.48,25/09/2018,6
12190,1602,47,R$ 84.08,R$ -,R$ 84.08,,25/09/2018,5
2922,412,134,R$ 42.49,R$ 3.19,R$ 45.68,,25/09/2018,4
8215,1104,174,R$ 111.61,R$ 7.81,R$ 118.93,R$ 0.50,25/09/2018,2
4338,605,31,R$ 105.65,R$ 4.75,R$ 110.40,,25/09/2018,4
16041,2138,105,R$ 52.72,R$ 3.16,R$ 55.88,,25/09/2018,3
14820,1975,170,R$ 105.08,R$ 4.44,R$ 109.52,,25/09/2018,5
9228,1230,141,R$ 126.20,R$ 7.57,R$ 133.77,,25/09/2018,4
13079,1724,179,R$ 68.32,R$ 4.10,R$ 72.42,,25/09/2018,4
4169,577,137,R$ 67.77,R$ 4.74,R$ 72.51,,25/09/2018,5
4293,602,67,R$ 41.24,R$ -,R$ 41.24,,25/09/2018,5
6799,918,189,R$ 93.28,R$ 3.73,R$ 97.01,,25/09/2018,2
18055,2394,1,R$ 44.19,R$ 2.65,R$ 46.84,,25/09/2018,6
9930,1309,121,R$ 40.45,R$ 1.74,R$ 42.19,,25/09/2018,4
6246,841,13,R$ 112.63,R$ -,R$ 112.63,,24/09/2018,5
9221,1229,126,R$ 125.24,R$ 7.83,R$ 133.07,,24/09/2018,4
18394,2449,46,R$ 118.05,R$ 4.72,R$ 122.77,,24/09/2018,7
7755,1055,108,R$ 50.09,R$ -,R$ 50.09,,24/09/2018,6
12714,1681,130,R$ 75.03,R$ 4.50,R$ 79.53,,24/09/2018,5
10173,1344,32,R$ 107.14,R$ 6.43,R$ 113.57,,24/09/2018,38
15500,2078,132,R$ 127.88,R$ 7.67,R$ 135.55,,24/09/2018,5
14257,1896,162,R$ 33.57,R$ 1.59,R$ 35.16,,24/09/2018,5
11447,1513,116,R$ 114.42,R$ 7.44,R$ 113.58,R$ 8.29,24/09/2018,5
12858,1700,132,R$ 127.88,R$ 7.67,R$ 135.55,,24/09/2018,7
2952,413,155,R$ 43.78,R$ 1.27,R$ 45.05,,24/09/2018,4
8369,1122,132,R$ 127.88,R$ 7.67,R$ 135.55,,24/09/2018,5
3516,500,113,R$ 110.48,R$ 7.18,R$ 117.66,,24/09/2018,5
6328,864,16,R$ 66.11,R$ 3.97,R$ 70.08,,24/09/2018,5
17926,2386,82,R$ 60.90,R$ 3.50,R$ 64.40,,24/09/2018,5
14043,1858,134,R$ 42.49,R$ 2.76,R$ 45.25,,24/09/2018,3
11344,1500,68,R$ 115.24,R$ 5.76,R$ 121.00,,24/09/2018,6
2721,377,21,R$ 60.58,R$ -,R$ 60.58,,24/09/2018,6
4334,605,140,R$ 66.80,R$ 3.01,R$ 69.81,,24/09/2018,3
6393,871,51,R$ 75.65,R$ -,R$ 75.65,,24/09/2018,4
18441,2453,74,R$ 51.13,R$ 3.07,R$ 54.20,,24/09/2018,3
3614,512,152,R$ 48.90,R$ 3.18,R$ 52.08,,24/09/2018,3
6371,869,9,R$ 87.47,R$ 5.47,R$ 92.94,,23/09/2018,7
14557,1943,110,R$ 55.53,R$ 3.61,R$ 59.14,,23/09/2018,6
6085,818,151,R$ 91.61,R$ 3.66,R$ 95.27,,23/09/2018,4
7857,1063,140,R$ 66.80,R$ 4.24,R$ 71.04,,23/09/2018,4
8301,1115,150,R$ 128.55,R$ 7.71,R$ 136.26,,23/09/2018,5
18709,2494,138,R$ 113.95,R$ 4.56,R$ 118.51,,23/09/2018,5
12752,1686,126,R$ 125.24,R$ 8.77,R$ 134.01,,23/09/2018,4
10739,1416,60,R$ 29.80,R$ 1.19,R$ 30.99,,23/09/2018,4
11533,1527,82,R$ 60.90,R$ 4.19,R$ 65.09,,23/09/2018,6
7690,1048,145,R$ 61.20,R$ 2.59,R$ 63.79,,23/09/2018,6
7934,1067,182,R$ 84.49,R$ 5.07,R$ 89.56,,23/09/2018,5
17286,2299,169,R$ 59.53,R$ 3.72,R$ 63.25,,23/09/2018,4
11469,1516,82,R$ 60.90,R$ 3.65,R$ 64.55,,23/09/2018,6
13076,1724,169,R$ 59.53,R$ 3.57,R$ 63.10,,22/09/2018,2
11043,1456,70,R$ 57.49,R$ 3.45,R$ 60.94,,22/09/2018,5
4189,578,118,R$ 57.63,R$ 2.31,R$ 59.94,,22/09/2018,5
18732,2497,164,R$ 92.97,R$ -,R$ 92.97,,22/09/2018,3
15139,2035,62,R$ 133.52,R$ 8.01,R$ 141.53,,22/09/2018,5
3002,421,165,R$ 38.30,R$ 1.72,R$ 40.02,,22/09/2018,4
17599,2347,129,R$ 148.17,R$ 5.93,R$ 154.10,,22/09/2018,5
1227,156,106,R$ 52.72,R$ 3.30,R$ 56.02,,22/09/2018,5
5321,713,164,R$ 92.97,R$ 6.04,R$ 99.01,,22/09/2018,3
16343,2175,111,R$ 55.53,R$ 3.89,R$ 59.42,,22/09/2018,6
4239,588,4,R$ 110.99,R$ 7.77,R$ 118.76,,21/09/2018,4
4694,650,76,R$ 63.82,R$ 2.55,R$ 66.37,,21/09/2018,4
10658,1401,61,R$ 23.54,R$ 1.41,R$ 17.47,R$ 7.48,21/09/2018,5
17152,2284,8,R$ 98.84,R$ 5.44,R$ 104.28,,21/09/2018,5
3786,534,162,R$ 33.57,R$ 0.97,R$ 34.54,,21/09/2018,5
13949,1844,34,R$ 74.30,R$ 3.14,R$ 77.44,,21/09/2018,6
10592,1391,141,R$ 126.20,R$ 7.57,R$ 133.77,,21/09/2018,7
4233,587,174,R$ 111.61,R$ 6.42,R$ 118.03,,21/09/2018,6
14686,1962,191,R$ 128.58,R$ 5.14,R$ 129.81,R$ 3.91,21/09/2018,7
12191,1602,136,R$ 105.20,R$ -,R$ 105.20,,21/09/2018,3
17745,2364,42,R$ 38.00,R$ 1.10,R$ 39.10,,21/09/2018,2
10572,1390,141,R$ 126.20,R$ 7.26,R$ 133.46,,21/09/2018,5
13415,1764,46,R$ 118.05,R$ 5.61,R$ 123.66,,21/09/2018,3
14071,1861,11,R$ 132.46,R$ -,R$ 132.46,,20/09/2018,4
9148,1225,5,R$ 124.12,R$ 8.07,R$ 132.19,,20/09/2018,4
15880,2121,92,R$ 124.89,R$ 7.49,R$ 132.38,,20/09/2018,3
13453,1774,77,R$ 101.02,R$ 5.66,R$ 106.68,,20/09/2018,4
3888,544,135,R$ 45.80,R$ 2.86,R$ 48.66,,20/09/2018,5
15432,2072,157,R$ 139.89,R$ 9.79,R$ 147.08,R$ 2.61,20/09/2018,6
12024,1589,8,R$ 98.84,R$ 6.92,R$ 105.76,,20/09/2018,5
11621,1536,133,R$ 68.48,R$ 3.42,R$ 71.90,,20/09/2018,5
17815,2372,95,R$ 49.82,R$ 3.49,R$ 53.31,,20/09/2018,4
989,138,164,R$ 92.97,R$ 6.39,R$ 99.36,,20/09/2018,5
1260,159,183,R$ 56.70,R$ 3.40,R$ 60.10,,20/09/2018,7
14969,2001,154,R$ 81.88,R$ 5.12,R$ 87.00,,20/09/2018,2
15617,2096,157,R$ 139.89,R$ 9.09,R$ 148.98,,20/09/2018,2
833,112,28,R$ 68.12,R$ 5.11,R$ 73.23,,20/09/2018,3
2022,279,132,R$ 127.88,R$ 7.67,R$ 135.55,,20/09/2018,4
535,68,194,R$ 50.38,R$ 3.53,R$ 53.91,,20/09/2018,5
13961,1848,23,R$ 116.87,R$ 7.60,R$ 124.47,,20/09/2018,6
12668,1674,57,R$ 122.42,R$ 4.90,R$ 127.32,,20/09/2018,4
3079,441,196,R$ 70.15,R$ 4.82,R$ 74.97,,20/09/2018,3
11955,1585,162,R$ 33.57,R$ 2.18,R$ 28.78,R$ 6.96,20/09/2018,4
11137,1473,3,R$ 53.08,R$ 2.92,R$ 56.00,,20/09/2018,5
8553,1143,87,R$ 117.26,R$ 8.21,R$ 125.47,,20/09/2018,6
11569,1529,131,R$ 113.12,R$ 7.92,R$ 121.04,,19/09/2018,5
17834,2372,98,R$ 112.42,R$ 7.87,R$ 120.29,,19/09/2018,4
6934,935,19,R$ 64.01,R$ 3.84,R$ 67.85,,19/09/2018,5
12049,1591,144,R$ 61.20,R$ 4.21,R$ 65.41,,19/09/2018,4
16230,2167,42,R$ 38.00,R$ 2.28,R$ 40.28,,19/09/2018,5
7718,1051,55,R$ 95.77,R$ 6.70,R$ 102.47,,19/09/2018,6
3899,545,37,R$ 80.11,R$ 3.20,R$ 83.31,,19/09/2018,5
779,101,103,R$ 47.04,R$ 1.99,R$ 49.03,,19/09/2018,5
1088,150,124,R$ 110.93,R$ 6.66,R$ 117.59,,19/09/2018,5
15358,2061,115,R$ 77.91,R$ 4.87,R$ 82.78,,19/09/2018,4
14999,2014,100,R$ 67.83,R$ 4.24,R$ 72.07,,19/09/2018,4
13018,1718,163,R$ 33.57,R$ -,R$ 33.57,,19/09/2018,5
18603,2476,102,R$ 47.04,R$ 3.23,R$ 50.27,,19/09/2018,5
12997,1713,20,R$ 37.33,R$ -,R$ 37.33,,19/09/2018,5
15527,2084,47,R$ 84.08,R$ 4.62,R$ 88.70,,19/09/2018,4
8907,1197,144,R$ 61.20,R$ 2.45,R$ 63.65,,19/09/2018,5
9916,1308,110,R$ 55.53,R$ 2.22,R$ 57.75,,19/09/2018,4
1625,232,124,R$ 110.93,R$ 6.93,R$ 117.86,,19/09/2018,4
4551,632,110,R$ 55.53,R$ 2.50,R$ 58.03,,19/09/2018,7
18653,2482,38,R$ 66.07,R$ 3.14,R$ 69.21,,19/09/2018,6
6453,883,46,R$ 118.05,R$ 7.08,R$ 125.13,,18/09/2018,4
1211,155,127,R$ 134.48,R$ 8.07,R$ 142.55,,18/09/2018,5
16466,2190,95,R$ 49.82,R$ 3.11,R$ 51.10,R$ 1.83,18/09/2018,5
7415,1008,92,R$ 124.89,R$ 7.81,R$ 132.70,,18/09/2018,2
15013,2014,91,R$ 65.09,R$ 4.07,R$ 67.22,R$ 1.95,18/09/2018,3
9900,1307,137,R$ 67.77,R$ 2.71,R$ 61.66,R$ 8.83,18/09/2018,4
11458,1516,189,R$ 93.28,R$ 5.60,R$ 98.88,,18/09/2018,4
18559,2466,148,R$ 138.98,R$ 5.56,R$ 144.54,,18/09/2018,2
14639,1952,130,R$ 75.03,R$ 4.69,R$ 79.72,,18/09/2018,3
9956,1317,130,R$ 75.03,R$ 4.50,R$ 79.53,,18/09/2018,5
6278,850,191,R$ 128.58,R$ 5.14,R$ 133.72,,18/09/2018,5
8420,1125,15,R$ 37.65,R$ 2.35,R$ 40.00,,18/09/2018,5
8617,1155,125,R$ 80.40,R$ 5.23,R$ 85.63,,18/09/2018,5
14041,1858,173,R$ 122.37,R$ 7.95,R$ 130.32,,18/09/2018,4
12765,1687,110,R$ 55.53,R$ 2.50,R$ 58.03,,18/09/2018,3
7920,1066,128,R$ 75.08,R$ 4.69,R$ 79.77,,18/09/2018,4
8159,1093,103,R$ 47.04,R$ 2.94,R$ 49.98,,17/09/2018,4
10483,1382,185,R$ 39.58,R$ 1.58,R$ 32.40,R$ 8.75,17/09/2018,5
1673,235,53,R$ 44.28,R$ 2.55,R$ 46.83,,17/09/2018,5
1110,151,78,R$ 41.62,R$ 1.66,R$ 43.28,,17/09/2018,5
12495,1651,166,R$ 38.30,R$ 2.30,R$ 40.60,,17/09/2018,4
11445,1513,11,R$ 132.46,R$ 8.61,R$ 141.07,,17/09/2018,5
2141,303,195,R$ 109.78,R$ 7.68,R$ 117.46,,17/09/2018,4
6503,886,97,R$ 112.42,R$ 8.43,R$ 120.85,,17/09/2018,6
16387,2179,76,R$ 63.82,R$ 3.83,R$ 67.65,,17/09/2018,5
1313,173,164,R$ 92.97,R$ 5.35,R$ 98.32,,17/09/2018,7
17771,2366,190,R$ 128.58,R$ 6.11,R$ 134.69,,17/09/2018,4
10009,1322,63,R$ 133.52,R$ 8.01,R$ 141.53,,17/09/2018,3
13213,1742,9,R$ 87.47,R$ 6.12,R$ 93.59,,17/09/2018,3
404,57,66,R$ 136.16,R$ 8.17,R$ 144.33,,17/09/2018,5
14652,1957,122,R$ 99.85,R$ 4.22,R$ 104.07,,17/09/2018,7
18742,2499,177,R$ 128.82,R$ 8.37,R$ 137.19,,17/09/2018,5
12139,1597,129,R$ 148.17,R$ 7.41,R$ 155.58,,17/09/2018,5
11704,1547,99,R$ 67.83,R$ 4.41,R$ 72.24,,17/09/2018,5
5794,790,136,R$ 105.20,R$ 4.21,R$ 109.41,,17/09/2018,5
12538,1656,166,R$ 38.30,R$ -,R$ 38.30,,16/09/2018,5
564,70,139,R$ 76.78,R$ 4.22,R$ 81.00,,16/09/2018,6
4761,654,118,R$ 57.63,R$ 3.75,R$ 61.38,,16/09/2018,7
12183,1602,168,R$ 118.93,R$ -,R$ 118.93,,16/09/2018,2
11813,1562,41,R$ 63.51,R$ 3.81,R$ 67.32,,16/09/2018,4
8304,1115,123,R$ 110.93,R$ 6.66,R$ 114.20,R$ 3.39,16/09/2018,6
1603,226,67,R$ 41.24,R$ 2.84,R$ 44.08,,16/09/2018,5
6667,909,164,R$ 92.97,R$ 6.04,R$ 99.01,,16/09/2018,5
7558,1029,193,R$ 50.38,R$ 2.77,R$ 45.06,R$ 8.09,16/09/2018,4
7244,981,147,R$ 66.65,R$ -,R$ 66.65,,16/09/2018,3
11852,1571,189,R$ 93.28,R$ 6.41,R$ 99.69,,16/09/2018,5
8660,1160,151,R$ 91.61,R$ 3.66,R$ 85.30,R$ 9.97,16/09/2018,6
13758,1823,127,R$ 134.48,R$ 8.41,R$ 142.89,,16/09/2018,5
6797,918,124,R$ 110.93,R$ 4.44,R$ 115.37,,16/09/2018,5
13013,1714,124,R$ 110.93,R$ 4.69,R$ 115.62,,16/09/2018,6
9849,1302,97,R$ 112.42,R$ 4.50,R$ 116.92,,16/09/2018,6
15144,2036,1,R$ 44.19,R$ -,R$ 44.19,,16/09/2018,2
16341,2175,117,R$ 55.02,R$ 3.85,R$ 58.87,,16/09/2018,4
18717,2496,111,R$ 55.53,R$ 1.61,R$ 57.14,,16/09/2018,4
9610,1274,121,R$ 40.45,R$ 2.83,R$ 43.28,,16/09/2018,5
1237,158,84,R$ 81.88,R$ 3.46,R$ 85.34,,16/09/2018,6
12087,1593,84,R$ 81.88,R$ 4.50,R$ 86.38,,15/09/2018,7
11136,1473,2,R$ 105.12,R$ 5.78,R$ 110.90,,15/09/2018,5
14203,1882,55,R$ 95.77,R$ -,R$ 95.77,,15/09/2018,5
53,9,79,R$ 41.62,R$ 2.50,R$ 44.12,,15/09/2018,3
1753,245,47,R$ 84.08,R$ 5.04,R$ 89.12,,15/09/2018,3
6481,886,158,R$ 139.89,R$ 10.49,R$ 150.38,,15/09/2018,6
17182,2287,52,R$ 103.68,R$ 4.15,R$ 107.83,,15/09/2018,2
16272,2169,140,R$ 66.80,R$ 1.94,R$ 68.74,,15/09/2018,2
1582,225,10,R$ 47.68,R$ 2.86,R$ 50.54,,15/09/2018,4
1310,173,24,R$ 112.31,R$ 6.46,R$ 118.77,,15/09/2018,6
8169,1096,4,R$ 110.99,R$ 6.66,R$ 117.65,,15/09/2018,4
18640,2481,82,R$ 60.90,R$ 2.89,R$ 63.79,,15/09/2018,7
9412,1248,124,R$ 110.93,R$ 6.66,R$ 117.59,,15/09/2018,6
